
Iteration 28
Plate0,Plate1,Plate2,Plate3,Plate4,Plate5,Plate6,Plate7,Plate8,Plate9,Plate10,Plate11,Plate12,Plate13,Plate14,Plate15,Plate16,Plate17,Plate18,Plate19,Plate20,Plate21,Plate22,Plate23,Plate24,Plate25,Plate26,Plate27,Plate28,Plate29,Plate30,Plate31,Plate32,Plate33,Plate34,Plate35,Plate36,Plate37,Plate38,Plate39,Plate40,Plate41,Plate42,Plate43,Plate44,Plate45,Plate46,Plate47,Plate48,Plate49,Plate50,Plate51,Plate52,Plate53,Plate54,Plate55,Plate56,Plate57,Plate58,Plate59,Plate60,Plate61,Plate62,Plate63,Plate64,Plate65,
100,87.1032,75.4587,66.2433,59.4186,55.1041,52.4438,51.0778,50.3659,50.0604,49.9273,49.8746,49.8596,49.8493,49.8517,49.8467,49.851,49.8465,49.8509,49.8464,49.8509,49.8464,49.8509,49.8464,49.8509,49.8464,49.8509,49.8464,49.8509,49.8464,49.8509,49.8464,49.8509,49.8464,49.8509,49.8464,49.8509,49.8464,49.8509,49.8464,49.8509,49.8464,49.8509,49.8464,49.8509,49.8464,49.8509,49.8464,49.8509,49.8465,49.8511,49.8473,49.8536,49.8557,49.8775,49.9267,50.0564,50.3786,51.0509,52.4907,55.0339,59.5089,66.1455,75.5435,87.0536,100,
100,87.0798,75.5936,66.211,59.5871,55.1162,52.5782,51.1373,50.4678,50.1433,50.016,49.9644,49.945,49.9405,49.9366,49.938,49.9358,49.9378,49.9357,49.9378,49.9357,49.9378,49.9357,49.9378,49.9357,49.9378,49.9357,49.9378,49.9357,49.9378,49.9357,49.9378,49.9357,49.9378,49.9357,49.9378,49.9357,49.9378,49.9357,49.9378,49.9357,49.9378,49.9357,49.9378,49.9357,49.9378,49.9357,49.9378,49.9357,49.9379,49.936,49.9386,49.9386,49.9465,49.9639,50.0142,50.1497,50.4527,51.1666,52.5289,55.1886,59.4949,66.3105,75.5076,87.1301,100,
100,87.1413,75.528,66.3388,59.5271,55.2246,52.5653,51.2047,50.4899,50.1882,50.0515,50.0024,49.9837,49.977,49.9758,49.9744,49.9751,49.9742,49.9751,49.9742,49.9751,49.9742,49.9751,49.9742,49.9751,49.9742,49.9751,49.9742,49.9751,49.9742,49.9751,49.9742,49.9751,49.9742,49.9751,49.9742,49.9751,49.9742,49.9751,49.9742,49.9751,49.9742,49.9751,49.9742,49.9751,49.9742,49.9751,49.9742,49.9751,49.9742,49.9753,49.975,49.9777,49.9835,50.0017,50.0545,50.1805,50.5062,51.1743,52.6157,55.1511,59.6203,66.2385,75.6145,87.0908,100,
100,87.0951,75.6229,66.2496,59.6338,55.1653,52.631,51.1894,50.5219,50.1958,50.0703,50.017,49.9993,49.993,49.9908,49.9906,49.9901,49.9904,49.99,49.9904,49.99,49.9904,49.99,49.9904,49.99,49.9904,49.99,49.9904,49.99,49.9904,49.99,49.9904,49.99,49.9904,49.99,49.9904,49.99,49.9904,49.99,49.9904,49.99,49.9904,49.99,49.9904,49.99,49.9904,49.99,49.9904,49.99,49.9904,49.9902,49.9912,49.9929,49.9991,50.0182,50.0668,50.204,50.5051,51.2203,52.5801,55.2393,59.5402,66.3502,75.5361,87.1458,100,
100,87.1475,75.5393,66.3547,59.5453,55.2451,52.586,51.2265,50.5111,50.2102,50.0729,50.0245,50.0051,49.9991,49.9972,49.9965,49.9965,49.9963,49.9964,49.9963,49.9964,49.9963,49.9964,49.9963,49.9964,49.9963,49.9964,49.9963,49.9964,49.9963,49.9964,49.9963,49.9964,49.9963,49.9964,49.9963,49.9964,49.9963,49.9964,49.9963,49.9964,49.9963,49.9964,49.9963,49.9964,49.9963,49.9964,49.9963,49.9964,49.9963,49.9966,49.9971,49.9991,50.0056,50.023,50.0766,50.2019,50.5282,51.1953,52.637,55.1709,59.6391,66.2539,75.6262,87.0968,100,
100,87.0974,75.6274,66.2555,59.6411,55.173,52.6393,51.1976,50.5305,50.2041,50.079,50.0253,50.0079,50.0014,49.9995,49.9989,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9987,49.9988,49.9989,49.9995,50.0015,50.0074,50.0268,50.0751,50.2126,50.5134,51.2289,52.5882,55.2472,59.5472,66.3563,75.5405,87.1482,100,
100,87.1484,75.5409,66.3569,59.5479,55.248,52.589,51.2297,50.5142,50.2135,50.076,50.0277,50.0082,50.0024,50.0003,49.9998,49.9996,49.9995,49.9996,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9995,49.9996,49.9995,49.9996,49.9996,49.9998,50.0004,50.0022,50.0088,50.0261,50.0798,50.205,50.5314,51.1984,52.6402,55.1738,59.6418,66.2561,75.6279,87.0977,100,
100,87.0977,75.628,66.2563,59.642,55.174,52.6405,51.1987,50.5317,50.2053,50.0801,50.0264,50.0091,50.0025,50.0007,50.0001,49.9999,49.9999,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9998,49.9999,49.9999,49.9999,50.0001,50.0006,50.0027,50.0085,50.028,50.0763,50.2138,50.5145,51.23,52.5892,55.2483,59.5481,66.3572,75.541,87.1485,100,
100,87.1485,75.5411,66.3572,59.5482,55.2484,52.5893,51.2301,50.5146,50.2139,50.0764,50.0281,50.0086,50.0028,50.0007,50.0002,50,50,50,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,49.9999,50,50,50,50,50.0002,50.0008,50.0026,50.0092,50.0265,50.0802,50.2054,50.5318,51.1988,52.6406,55.1741,59.6421,66.2564,75.6281,87.0978,100,
100,87.0978,75.6281,66.2564,59.6421,55.1742,52.6406,51.1988,50.5319,50.2054,50.0803,50.0266,50.0093,50.0026,50.0008,50.0002,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0002,50.0007,50.0029,50.0086,50.0282,50.0764,50.2139,50.5147,51.2302,52.5894,55.2484,59.5482,66.3573,75.5411,87.1485,100,
100,87.1485,75.5411,66.3573,59.5482,55.2484,52.5894,51.2302,50.5147,50.214,50.0764,50.0282,50.0087,50.0029,50.0008,50.0002,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0026,50.0093,50.0266,50.0803,50.2054,50.5319,51.1989,52.6406,55.1742,59.6422,66.2564,75.6281,87.0978,100,
100,87.0978,75.6281,66.2564,59.6422,55.1742,52.6406,51.1989,50.5319,50.2054,50.0803,50.0266,50.0093,50.0027,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0029,50.0087,50.0282,50.0764,50.214,50.5147,51.2302,52.5894,55.2485,59.5482,66.3573,75.5411,87.1485,100,
100,87.1485,75.5411,66.3573,59.5482,55.2485,52.5894,51.2302,50.5147,50.214,50.0764,50.0282,50.0087,50.0029,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0027,50.0093,50.0266,50.0803,50.2054,50.5319,51.1989,52.6406,55.1742,59.6422,66.2564,75.6281,87.0978,100,
100,87.0978,75.6281,66.2564,59.6422,55.1742,52.6406,51.1989,50.5319,50.2054,50.0803,50.0266,50.0093,50.0027,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0029,50.0087,50.0282,50.0764,50.214,50.5147,51.2302,52.5894,55.2485,59.5482,66.3573,75.5411,87.1485,100,
100,87.1485,75.5411,66.3573,59.5482,55.2485,52.5894,51.2302,50.5147,50.214,50.0764,50.0282,50.0087,50.0029,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0027,50.0093,50.0266,50.0803,50.2054,50.5319,51.1989,52.6406,55.1742,59.6422,66.2564,75.6281,87.0978,100,
100,87.0978,75.6281,66.2564,59.6422,55.1742,52.6406,51.1989,50.5319,50.2054,50.0803,50.0266,50.0093,50.0027,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0029,50.0087,50.0282,50.0764,50.214,50.5147,51.2302,52.5894,55.2485,59.5482,66.3573,75.5411,87.1485,100,
100,87.1485,75.5411,66.3573,59.5482,55.2485,52.5894,51.2302,50.5147,50.214,50.0764,50.0282,50.0087,50.0029,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0027,50.0093,50.0266,50.0803,50.2054,50.5319,51.1989,52.6406,55.1742,59.6422,66.2564,75.6281,87.0978,100,
100,87.0978,75.6281,66.2564,59.6422,55.1742,52.6406,51.1989,50.5319,50.2054,50.0803,50.0266,50.0093,50.0027,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0029,50.0087,50.0282,50.0764,50.214,50.5147,51.2302,52.5894,55.2485,59.5482,66.3573,75.5411,87.1485,100,
100,87.1485,75.5411,66.3573,59.5482,55.2485,52.5894,51.2302,50.5147,50.214,50.0764,50.0282,50.0087,50.0029,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0027,50.0093,50.0266,50.0803,50.2054,50.5319,51.1989,52.6406,55.1742,59.6422,66.2564,75.6281,87.0978,100,
100,87.0978,75.6281,66.2564,59.6422,55.1742,52.6406,51.1989,50.5319,50.2054,50.0803,50.0266,50.0093,50.0027,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0029,50.0087,50.0282,50.0764,50.214,50.5147,51.2302,52.5894,55.2485,59.5482,66.3573,75.5411,87.1485,100,
100,87.1485,75.5411,66.3573,59.5482,55.2485,52.5894,51.2302,50.5147,50.214,50.0764,50.0282,50.0087,50.0029,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0027,50.0093,50.0266,50.0803,50.2054,50.5319,51.1989,52.6406,55.1742,59.6422,66.2564,75.6281,87.0978,100,
100,87.0978,75.6281,66.2564,59.6422,55.1742,52.6406,51.1989,50.5319,50.2054,50.0803,50.0266,50.0093,50.0027,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0029,50.0087,50.0282,50.0764,50.214,50.5147,51.2302,52.5894,55.2485,59.5482,66.3573,75.5411,87.1485,100,
100,87.1485,75.5411,66.3573,59.5482,55.2485,52.5894,51.2302,50.5147,50.214,50.0764,50.0282,50.0087,50.0029,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0027,50.0093,50.0266,50.0803,50.2054,50.5319,51.1989,52.6406,55.1742,59.6422,66.2564,75.6281,87.0978,100,
100,87.0978,75.6281,66.2564,59.6422,55.1742,52.6406,51.1989,50.5319,50.2054,50.0803,50.0266,50.0093,50.0027,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0029,50.0087,50.0282,50.0764,50.214,50.5147,51.2302,52.5894,55.2485,59.5482,66.3573,75.5411,87.1485,100,
100,87.1485,75.5411,66.3573,59.5482,55.2485,52.5894,51.2302,50.5147,50.214,50.0764,50.0282,50.0087,50.0029,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0027,50.0093,50.0266,50.0803,50.2054,50.5319,51.1989,52.6406,55.1742,59.6422,66.2564,75.6281,87.0978,100,
100,87.0978,75.6281,66.2564,59.6422,55.1742,52.6406,51.1989,50.5319,50.2054,50.0803,50.0266,50.0093,50.0027,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0029,50.0087,50.0282,50.0764,50.214,50.5147,51.2302,52.5894,55.2485,59.5482,66.3573,75.5411,87.1485,100,
100,87.1485,75.5411,66.3573,59.5482,55.2485,52.5894,51.2302,50.5147,50.214,50.0764,50.0282,50.0087,50.0029,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0027,50.0093,50.0266,50.0803,50.2054,50.5319,51.1989,52.6406,55.1742,59.6422,66.2564,75.6281,87.0978,100,
100,87.0978,75.6281,66.2564,59.6422,55.1742,52.6406,51.1989,50.5319,50.2054,50.0803,50.0266,50.0093,50.0027,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0029,50.0087,50.0282,50.0764,50.214,50.5147,51.2302,52.5894,55.2485,59.5482,66.3573,75.5411,87.1485,100,
100,87.1485,75.5411,66.3573,59.5482,55.2485,52.5894,51.2302,50.5147,50.214,50.0764,50.0282,50.0087,50.0029,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0027,50.0093,50.0266,50.0803,50.2054,50.5319,51.1989,52.6406,55.1742,59.6422,66.2564,75.6281,87.0978,100,
100,87.0978,75.6281,66.2564,59.6422,55.1742,52.6406,51.1989,50.5319,50.2054,50.0803,50.0266,50.0093,50.0027,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0029,50.0087,50.0282,50.0764,50.214,50.5147,51.2302,52.5894,55.2485,59.5482,66.3573,75.5411,87.1485,100,
100,87.1485,75.5411,66.3573,59.5482,55.2485,52.5894,51.2302,50.5147,50.214,50.0764,50.0282,50.0087,50.0029,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0027,50.0093,50.0266,50.0803,50.2054,50.5319,51.1989,52.6406,55.1742,59.6422,66.2564,75.6281,87.0978,100,
100,87.0978,75.6281,66.2564,59.6422,55.1742,52.6406,51.1989,50.5319,50.2054,50.0803,50.0266,50.0093,50.0027,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0029,50.0087,50.0282,50.0764,50.214,50.5147,51.2302,52.5894,55.2485,59.5482,66.3573,75.5411,87.1485,100,
100,87.1485,75.5411,66.3573,59.5482,55.2485,52.5894,51.2302,50.5147,50.214,50.0764,50.0282,50.0087,50.0029,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0027,50.0093,50.0266,50.0803,50.2054,50.5319,51.1989,52.6406,55.1742,59.6422,66.2564,75.6281,87.0978,100,
100,87.0978,75.6281,66.2564,59.6422,55.1742,52.6406,51.1989,50.5319,50.2054,50.0803,50.0266,50.0093,50.0027,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0029,50.0087,50.0282,50.0764,50.214,50.5147,51.2302,52.5894,55.2485,59.5482,66.3573,75.5411,87.1485,100,
100,87.1485,75.5411,66.3573,59.5482,55.2485,52.5894,51.2302,50.5147,50.214,50.0764,50.0282,50.0087,50.0029,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0027,50.0093,50.0266,50.0803,50.2054,50.5319,51.1989,52.6406,55.1742,59.6422,66.2564,75.6281,87.0978,100,
100,87.0978,75.6281,66.2564,59.6422,55.1742,52.6406,51.1989,50.5319,50.2054,50.0803,50.0266,50.0093,50.0027,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0029,50.0087,50.0282,50.0764,50.214,50.5147,51.2302,52.5894,55.2485,59.5482,66.3573,75.5411,87.1485,100,
100,87.1485,75.5411,66.3573,59.5482,55.2485,52.5894,51.2302,50.5147,50.214,50.0764,50.0282,50.0087,50.0029,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0027,50.0093,50.0266,50.0803,50.2054,50.5319,51.1989,52.6406,55.1742,59.6422,66.2564,75.6281,87.0978,100,
100,87.0978,75.6281,66.2564,59.6422,55.1742,52.6406,51.1989,50.5319,50.2054,50.0803,50.0266,50.0093,50.0027,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0029,50.0087,50.0282,50.0764,50.214,50.5147,51.2302,52.5894,55.2485,59.5482,66.3573,75.5411,87.1485,100,
100,87.1485,75.5411,66.3573,59.5482,55.2485,52.5894,51.2302,50.5147,50.214,50.0764,50.0282,50.0087,50.0029,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0027,50.0093,50.0266,50.0803,50.2054,50.5319,51.1989,52.6406,55.1742,59.6422,66.2564,75.6281,87.0978,100,
100,87.0978,75.6281,66.2564,59.6422,55.1742,52.6406,51.1989,50.5319,50.2054,50.0803,50.0266,50.0093,50.0027,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0008,50.0029,50.0087,50.0282,50.0764,50.214,50.5147,51.2302,52.5894,55.2485,59.5482,66.3573,75.5411,87.1485,100,
100,87.1485,75.5411,66.3573,59.5482,55.2485,52.5894,51.2302,50.5147,50.214,50.0764,50.0282,50.0087,50.0029,50.0008,50.0002,50.0001,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.0001,50.0002,50.0009,50.0027,50.0093,50.0266,50.0803,50.2054,50.5319,51.1989,52.6406,55.1742,59.6422,66.2564,75.6281,87.0978,100,
